     IDoc Number		Date	Time		Direction		Partner	Status	Descr.	IDoc type	Messg.Type	Test	Port
Number	Segment type			Number		Hier.level							
													
219748644		9/2/2013	23:47:13		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748645		9/2/2013	23:47:13		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748646		9/2/2013	23:47:13		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748647		9/2/2013	23:47:13		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748648		9/2/2013	23:47:13		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748649		9/2/2013	23:47:13		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748650		9/2/2013	23:47:13		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748651		9/2/2013	23:47:13		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748652		9/2/2013	23:47:13		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748653		9/2/2013	23:47:13		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748654		9/2/2013	23:47:13		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748655		9/2/2013	23:47:13		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748656		9/2/2013	23:47:13		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748657		9/2/2013	23:47:13		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748658		9/2/2013	23:47:13		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748659		9/2/2013	23:47:13		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748660		9/2/2013	23:47:13		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748661		9/2/2013	23:47:13		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748662		9/2/2013	23:47:13		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748663		9/2/2013	23:47:13		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748664		9/2/2013	23:47:13		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748665		9/2/2013	23:47:13		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748666		9/2/2013	23:47:13		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748667		9/2/2013	23:47:13		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748668		9/2/2013	23:47:14		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748669		9/2/2013	23:47:14		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748670		9/2/2013	23:47:14		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748671		9/2/2013	23:47:14		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748672		9/2/2013	23:47:14		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748673		9/2/2013	23:47:14		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748674		9/2/2013	23:47:14		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748675		9/2/2013	23:47:14		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748676		9/2/2013	23:47:14		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748677		9/2/2013	23:47:14		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748678		9/2/2013	23:47:14		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748679		9/2/2013	23:47:14		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748680		9/2/2013	23:47:14		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219934818		9/4/2013	0:36:02		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219934819		9/4/2013	0:36:03		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219934820		9/4/2013	0:36:03		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219934821		9/4/2013	0:36:03		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219934822		9/4/2013	0:36:03		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219934823		9/4/2013	0:36:03		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219934824		9/4/2013	0:36:03		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219934825		9/4/2013	0:36:03		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219934826		9/4/2013	0:36:03		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219934827		9/4/2013	0:36:03		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219934828		9/4/2013	0:36:03		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219934829		9/4/2013	0:36:03		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219934830		9/4/2013	0:36:03		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219934831		9/4/2013	0:36:03		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219934832		9/4/2013	0:36:03		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219934833		9/4/2013	0:36:03		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219934834		9/4/2013	0:36:03		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219934835		9/4/2013	0:36:03		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219934836		9/4/2013	0:36:03		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219934837		9/4/2013	0:36:03		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219934838		9/4/2013	0:36:03		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219934839		9/4/2013	0:36:04		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219934840		9/4/2013	0:36:04		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219934841		9/4/2013	0:36:04		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219934842		9/4/2013	0:36:04		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219934843		9/4/2013	0:36:04		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219934844		9/4/2013	0:36:04		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219934845		9/4/2013	0:36:04		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219934846		9/4/2013	0:36:04		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219934847		9/4/2013	0:36:04		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219934848		9/4/2013	0:36:04		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219934849		9/4/2013	0:36:04		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219934850		9/4/2013	0:36:04		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219934851		9/4/2013	0:36:04		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219934852		9/4/2013	0:36:04		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219934853		9/4/2013	0:36:04		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219934854		9/4/2013	0:36:05		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219934855		9/4/2013	0:36:05		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219934856		9/4/2013	0:36:05		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219934857		9/4/2013	0:36:05		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219934858		9/4/2013	0:36:05		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219934859		9/4/2013	0:36:05		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219934860		9/4/2013	0:36:05		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219934861		9/4/2013	0:36:05		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219934862		9/4/2013	0:36:05		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
