     IDoc Number		Date	Time		Direction		Partner	Status	Descr.	IDoc type	Messg.Type	Test	Port
Number	Segment type			Number		Hier.level							
													
219748437		9/2/2013	23:47:06		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748438		9/2/2013	23:47:06		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748439		9/2/2013	23:47:06		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748440		9/2/2013	23:47:06		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748441		9/2/2013	23:47:06		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748442		9/2/2013	23:47:06		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748443		9/2/2013	23:47:06		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748444		9/2/2013	23:47:06		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748445		9/2/2013	23:47:06		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748446		9/2/2013	23:47:06		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748447		9/2/2013	23:47:06		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748448		9/2/2013	23:47:06		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748449		9/2/2013	23:47:06		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748450		9/2/2013	23:47:06		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748451		9/2/2013	23:47:06		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748452		9/2/2013	23:47:06		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748453		9/2/2013	23:47:06		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748454		9/2/2013	23:47:07		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748455		9/2/2013	23:47:07		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748456		9/2/2013	23:47:07		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748457		9/2/2013	23:47:07		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748458		9/2/2013	23:47:07		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748459		9/2/2013	23:47:07		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748460		9/2/2013	23:47:07		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748461		9/2/2013	23:47:07		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748462		9/2/2013	23:47:07		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748463		9/2/2013	23:47:07		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748464		9/2/2013	23:47:07		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748465		9/2/2013	23:47:07		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748466		9/2/2013	23:47:07		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748467		9/2/2013	23:47:07		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748468		9/2/2013	23:47:07		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748469		9/2/2013	23:47:07		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748470		9/2/2013	23:47:07		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748471		9/2/2013	23:47:07		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748472		9/2/2013	23:47:07		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748473		9/2/2013	23:47:07		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748474		9/2/2013	23:47:07		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748475		9/2/2013	23:47:07		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748476		9/2/2013	23:47:07		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748477		9/2/2013	23:47:07		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748478		9/2/2013	23:47:07		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748479		9/2/2013	23:47:07		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748480		9/2/2013	23:47:07		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748481		9/2/2013	23:47:07		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748482		9/2/2013	23:47:07		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748483		9/2/2013	23:47:07		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748484		9/2/2013	23:47:07		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748485		9/2/2013	23:47:07		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748486		9/2/2013	23:47:08		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748487		9/2/2013	23:47:08		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748488		9/2/2013	23:47:08		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748489		9/2/2013	23:47:08		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748490		9/2/2013	23:47:08		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748491		9/2/2013	23:47:08		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748492		9/2/2013	23:47:08		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748493		9/2/2013	23:47:08		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748494		9/2/2013	23:47:08		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748495		9/2/2013	23:47:08		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748496		9/2/2013	23:47:08		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748497		9/2/2013	23:47:08		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748498		9/2/2013	23:47:08		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748499		9/2/2013	23:47:08		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748500		9/2/2013	23:47:08		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748501		9/2/2013	23:47:08		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748502		9/2/2013	23:47:08		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748503		9/2/2013	23:47:08		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748504		9/2/2013	23:47:08		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748505		9/2/2013	23:47:08		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748506		9/2/2013	23:47:09		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748507		9/2/2013	23:47:09		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748508		9/2/2013	23:47:09		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748509		9/2/2013	23:47:09		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748510		9/2/2013	23:47:09		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748511		9/2/2013	23:47:09		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748512		9/2/2013	23:47:09		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748513		9/2/2013	23:47:09		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748514		9/2/2013	23:47:09		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748515		9/2/2013	23:47:09		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748516		9/2/2013	23:47:09		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748517		9/2/2013	23:47:09		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748518		9/2/2013	23:47:09		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748519		9/2/2013	23:47:09		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748520		9/2/2013	23:47:09		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748521		9/2/2013	23:47:09		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748522		9/2/2013	23:47:09		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748523		9/2/2013	23:47:09		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748524		9/2/2013	23:47:09		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748525		9/2/2013	23:47:09		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748526		9/2/2013	23:47:09		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748527		9/2/2013	23:47:09		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748528		9/2/2013	23:47:09		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748529		9/2/2013	23:47:09		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748530		9/2/2013	23:47:09		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748531		9/2/2013	23:47:09		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748532		9/2/2013	23:47:09		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748533		9/2/2013	23:47:09		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748534		9/2/2013	23:47:09		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748535		9/2/2013	23:47:09		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748536		9/2/2013	23:47:09		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748537		9/2/2013	23:47:10		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748538		9/2/2013	23:47:10		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748539		9/2/2013	23:47:10		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748540		9/2/2013	23:47:10		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748541		9/2/2013	23:47:10		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748542		9/2/2013	23:47:10		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748543		9/2/2013	23:47:10		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748544		9/2/2013	23:47:10		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748545		9/2/2013	23:47:10		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748546		9/2/2013	23:47:10		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748547		9/2/2013	23:47:10		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748548		9/2/2013	23:47:10		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748549		9/2/2013	23:47:10		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748550		9/2/2013	23:47:10		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748551		9/2/2013	23:47:10		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748552		9/2/2013	23:47:10		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748553		9/2/2013	23:47:10		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748554		9/2/2013	23:47:10		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748555		9/2/2013	23:47:10		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748556		9/2/2013	23:47:10		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748557		9/2/2013	23:47:10		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748558		9/2/2013	23:47:10		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748559		9/2/2013	23:47:10		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748560		9/2/2013	23:47:10		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748561		9/2/2013	23:47:10		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748562		9/2/2013	23:47:10		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748563		9/2/2013	23:47:10		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748564		9/2/2013	23:47:10		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748565		9/2/2013	23:47:10		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748566		9/2/2013	23:47:10		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748567		9/2/2013	23:47:10		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748568		9/2/2013	23:47:10		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748569		9/2/2013	23:47:10		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748570		9/2/2013	23:47:10		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748571		9/2/2013	23:47:10		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748572		9/2/2013	23:47:10		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748573		9/2/2013	23:47:10		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748574		9/2/2013	23:47:10		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748575		9/2/2013	23:47:10		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748576		9/2/2013	23:47:10		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748577		9/2/2013	23:47:11		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748578		9/2/2013	23:47:11		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748579		9/2/2013	23:47:11		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748580		9/2/2013	23:47:11		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748581		9/2/2013	23:47:11		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748582		9/2/2013	23:47:11		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748583		9/2/2013	23:47:11		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748584		9/2/2013	23:47:11		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748585		9/2/2013	23:47:11		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748586		9/2/2013	23:47:11		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748587		9/2/2013	23:47:11		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748588		9/2/2013	23:47:11		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748589		9/2/2013	23:47:11		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748590		9/2/2013	23:47:11		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748591		9/2/2013	23:47:11		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748592		9/2/2013	23:47:11		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748593		9/2/2013	23:47:11		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748594		9/2/2013	23:47:11		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748595		9/2/2013	23:47:11		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748596		9/2/2013	23:47:11		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748597		9/2/2013	23:47:11		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748598		9/2/2013	23:47:11		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748599		9/2/2013	23:47:11		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748600		9/2/2013	23:47:11		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748601		9/2/2013	23:47:11		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748602		9/2/2013	23:47:11		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748603		9/2/2013	23:47:11		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748604		9/2/2013	23:47:11		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748605		9/2/2013	23:47:11		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748606		9/2/2013	23:47:12		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748607		9/2/2013	23:47:12		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748608		9/2/2013	23:47:12		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748609		9/2/2013	23:47:12		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748610		9/2/2013	23:47:12		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748611		9/2/2013	23:47:12		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748612		9/2/2013	23:47:12		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748613		9/2/2013	23:47:12		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748614		9/2/2013	23:47:12		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748615		9/2/2013	23:47:12		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748616		9/2/2013	23:47:12		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748617		9/2/2013	23:47:12		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748618		9/2/2013	23:47:12		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748619		9/2/2013	23:47:12		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748620		9/2/2013	23:47:12		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748621		9/2/2013	23:47:12		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748622		9/2/2013	23:47:12		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748623		9/2/2013	23:47:12		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748624		9/2/2013	23:47:12		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748625		9/2/2013	23:47:12		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748626		9/2/2013	23:47:12		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748627		9/2/2013	23:47:12		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748628		9/2/2013	23:47:12		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748629		9/2/2013	23:47:12		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748630		9/2/2013	23:47:12		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748631		9/2/2013	23:47:12		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748632		9/2/2013	23:47:12		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748633		9/2/2013	23:47:12		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748634		9/2/2013	23:47:12		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748635		9/2/2013	23:47:12		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748636		9/2/2013	23:47:12		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748637		9/2/2013	23:47:12		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748638		9/2/2013	23:47:13		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748639		9/2/2013	23:47:13		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748640		9/2/2013	23:47:13		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748641		9/2/2013	23:47:13		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748642		9/2/2013	23:47:13		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
219748643		9/2/2013	23:47:13		1		LS/  /TIBCO	3	Data passed to port OK		ZGOODS_MOV_UPD		TZWMMBID02
													
